,samuel,alex,Gaby,Willy,Sargeras
51,0.039481632,-0.12788033,-0.08092406,-0.044002213,-0.1240152
52,0.0013297498,0.00036026648,-0.050340425,0.031610984,0.0058189994
53,-0.000883275,0.040226795,0.039599773,-0.06241659,0.032427214
54,0.04095357,0.100733794,0.08832619,-0.009649211999999999,0.067889325
55,-0.025973573,0.0064818383999999995,0.018108252,0.023635857000000003,-0.0011770241
56,-0.017982187,-0.07783498,-0.10268791,-0.10330385,-0.057121236
57,0.08019411,0.18309449,0.14942507,0.13593343,0.16023159
58,-0.13594243,-0.101963505,-0.114475474,-0.049381762999999995,-0.12521243
59,-0.013750181,-0.021274481,-0.09353754,0.01244152,-0.039462697
60,-0.11008201,-0.08450295,-0.10061757,-0.10841526,-0.08217827
61,0.13470389,0.11428903,0.068786636,0.11099148,0.12521794
62,0.09010972,0.11972729,0.20511433,0.060646255,0.15020065
63,-0.18411799,-0.24321046,-0.21153769,-0.2996247,-0.19965163
64,0.086371675,0.106812716,0.11926605,0.14234996,0.11643982
65,0.17336479,0.040256772,0.15003385,0.13352746,0.13819538
66,0.0029136483,0.029353792000000007,-0.030581664,0.03637143,-0.024770891
67,0.07860695,0.007302976999999999,0.049017202,0.008537903000000001,0.059939884
68,-0.10394106,-0.14808086,-0.15591863,-0.21010938,-0.15847585
69,-0.055381875,-0.021516245,-0.034396447000000004,0.047131665,-0.087787524
70,0.06653249,0.049551300000000006,0.027481344,0.05177227400000001,0.035155095
71,0.08456887,0.10868297,0.088606626,0.14160916,0.12641574
72,-0.040115308,-0.002308499,-0.026977528,-0.011463606999999999,-0.034370143
73,0.06289025,0.011982007,0.03171452,-0.022267029,0.0057595843
74,0.14970452,0.020617198,0.08602286,0.007701485,0.07182767
75,0.09005298,0.11701407,0.057098635,0.09539575,0.111134425
76,8.664802e-05,0.020934518,0.045215808,0.036937434,0.014414212
77,0.009396218,-0.038252436,-0.017055955,-0.03144468,-0.08512898
78,0.14668545,0.09049606,0.10103933,0.040016763,0.13238114
79,-0.031060252000000007,-0.0011744576,0.0024620835,-0.01905335,0.059858322
80,-0.08858421,0.012565866,-0.07641803,-0.048026197,-0.03432009
81,0.018486239,0.038575735,-0.04104256,0.03999575,-0.04646596
82,-0.048785307,0.01542071,-0.04888666,-0.015884455,-0.025129953
83,-0.0042408276,-0.029246345,-0.061024062,-0.051751368,-0.020679604
84,0.04925515,0.028441831,-0.07718291,0.040253747,-0.050276387
85,0.043241676,0.0048317933000000006,0.06411750599999999,0.0063956073,0.04922698
86,-0.04793639,0.058081657,0.017208364,0.00059214927,0.031471305
87,0.09036179,0.052111215999999995,0.06857844,-0.006007576999999999,0.067010604
88,0.017641298,-0.07183429,0.07715149,-0.10400715,0.007456001
89,0.07564232,0.119622745,0.0914683,0.11765804,0.07640363
90,0.18702689,0.17640707,0.15774304,0.13550395,0.16064598
91,-0.044101402000000005,-0.1611463,-0.17757563,-0.10532043,-0.12178993
92,0.008084481,-0.042868845,-0.04472425,-0.020321853,-0.016363202
93,0.07709191,0.059588682000000004,0.060300447,0.058413099999999996,0.09770228
94,0.01361382,-0.06137644,-0.017651236,-0.042417776,-0.08420113
95,-0.15103106,-0.055266023,-0.053938217,-0.057304043,-0.075146034
96,0.046051674,0.014787411,0.020426624,0.0263244,-0.012061354
97,0.038853597,-0.028854212,0.02338091,-0.06210377,0.030915761
98,-0.029697645,0.0018996138000000001,-0.003536053,0.0060523619999999995,-0.004477451
99,-0.044841256,0.05394579,0.033057436,0.03115141,0.020776076
100,-0.02177025,0.033121947,-0.0068577393,0.0191192,0.035310656
101,-0.049725927,0.0072479323,-0.044585116,0.0007585938000000001,-0.054444533
102,-0.043634713,-0.052679545999999994,-0.09285233,-0.04049877,-0.07591851
103,-0.039823275,0.033211976000000004,0.008802230999999999,0.020113816,-0.006253738
104,-0.2015566,-0.19294761,-0.15013227,-0.15938857,-0.15166946
105,0.2075768,0.09775796,0.20127618,0.11368134,0.16952655
106,0.04423038,-0.039072342,-0.027921492000000003,0.028282735,-0.024157856
107,0.026477298,-0.0077246455,0.06257241,-0.005328364,0.057559144
108,0.117798045,-0.07638769599999999,0.008014775,-0.010886702,-0.0065841824
109,-0.030271074,0.009826934,-0.11001854,0.027717923999999998,-0.04024002
110,0.09307857,0.104869924,0.04304146,0.07342839,0.06438376
111,0.09603788,0.07065161,0.13941295,0.06695214,0.10294256
112,0.023923868,0.014670131000000001,0.0027011135,0.052974463,0.014701486
113,0.016786877,0.01957065,0.008120048000000001,-0.0012230951,-0.0027376995
114,0.048312332,0.0185556,0.11873709,0.059924472,0.049747866
115,0.0021362873000000003,0.05682062,0.03921285,-0.037103415,0.08436434
116,-0.16284522,-0.13013937,-0.14881846,-0.19624251,-0.1715828
117,-0.0222384,0.036353696,0.042665474,0.07822584,0.09121553
118,-0.015159702,-0.10541724,0.011373084,-0.031790376,-0.067689784
119,0.11048572,0.11809454,0.12423538,0.10922978,0.14653648
120,-0.059182793,-0.023934746,-0.057744235,-0.00852385,-0.0546525
121,-0.028464217000000007,-0.031065295,-0.052800007,-0.042719148,-0.08557358
122,-0.01765739,0.0009563684599999999,0.040997252000000005,-0.043622438,-0.0101360325
123,0.116688654,0.07074393,0.10848594,0.09595058,0.07360423
124,-0.030550566,0.011814388,0.025334075,0.10751271,-0.026962895
125,0.11663045,0.110680506,0.13302746,0.10256034,0.14743713
126,0.03081266,-0.038589097999999995,0.041568823,-0.0071521224,-0.020396503
127,-0.109863974,-0.13252601,-0.11204479,-0.15879677,-0.09801489
